Selected Kural Fields
---------------------

Adhigaram | Kural | Vilakam | Kalaingar_Urai
மெய்யுணர்தல் | பிறப்பென்னும் பேதைமை நீங்கச் சிறப்பென்னும் செம்பொருள் காண்பது அறிவு. | அடுத்த பிறப்பு எனக் கூறப்படும் அறியாமையைப் போக்கித் தெளிந்த உண்மையை நிலைநாட்டுவதுதான் அறிவுடைமையாகும் | அடுத்த பிறப்பு எனக் கூறப்படும் அறியாமையைப் போக்கித்  தெளிந்த உண்மையை நிலைநாட்டுவதுதான் அறிவுடைமையாகும்.
மெய்யுணர்தல் | சார்புணர்ந்து சார்பு கெடஒழுகின் மற்றழித்துச் சார்தரா சார்தரு நோய். | துன்பங்கள் நம்மைச் சாராமல் இருக்க வேண்டுமானால், அத்துன்பங்களுக்குக் காரணமானவற்றை உணர்ந்து அவற்றின் மீதுள்ள பற்றை விலக்கிக் கொள்ள வேண்டும் | துன்பங்கள்    நம்மைச்    சாராமல்    இருக்க     வேண்டுமானால்,அத்துன்பங்களுக்குக்   காரணமானவற்றை  உணர்ந்து  அவற்றின் மீதுள்ள பற்றை விலக்கிக் கொள்ள வேண்டும்.
மெய்யுணர்தல் | காமம் வெகுளி மயக்கம் இவ்முன்றன் நாமம் கெடக்கெடும் நோய். | விருப்பு, வெறுப்பு, அறியாமை இவற்றுக்கு இடம் தராதவர்களை நெருங்குகிற துன்பம் அழிந்துவிடும் | விருப்பு,   வெறுப்பு,   அறியாமை  இவற்றுக்கு  இடம்  தராதவர்களை நெருங்குகிற துன்பம் அழிந்துவிடும்.
அவாவறுத்தல்  | அவாஎன்ப எல்லா உயிர்க்கும் எஞ்ஞான்றும் தவாஅப் பிறப்பீனும் வித்து. | ஆசையை, எல்லா உயிர்களிடமும், எல்லாக் காலத்திலும் தவறாமல் தோன்றி முளைக்கும் விதை என்று கூறலாம் | ஆசையை,   எல்லா  உயிர்களிடமும்,  எல்லாக் காலத்திலும் தவறாமல் தோன்றி முளைக்கும் விதை என்று கூறலாம்.
அவாவறுத்தல்  | வேண்டுங்கால் வேண்டும் பிறவாமை மற்றது வேண்டாமை வேண்ட வரும். | விரும்புவதானால் பிறக்காமலே இருந்திருக்கவேண்டும் என்று ஒருவன் எண்ணுகிற அளவுக்கு ஏற்படுகிற துன்ப நிலை, ஆசைகளை ஒழிக்காவிடில் வரும் | விரும்புவதானால்  பிறக்காமலே இருந்திருக்க வேண்டும் என்று ஒருவன் எண்ணுகிற  அளவுக்கு ஏற்படுகிற துன்ப நிலை, ஆசைகளை ஒழிக்காவிடில் வரும்.
அவாவறுத்தல்  | வேண்டாமை அன்ன விழுச்செல்வம் ஈண்டில்லை ஆண்டும் அஃதொப்பது இல். | தீமை விளைவிக்கும் ஆசைகளை வேண்டாம் என்று புறக்கணிப்பதைப் போன்ற செல்வம் இங்கு எதுவுமில்லை; வேறு எங்கும் கூட அத்தகைய ஒப்பற்ற செல்வம் இல்லையென்றே கூறலாம் | தீமை  விளைவிக்கும் ஆசைகளை வேண்டாம் என்று புறக்கணிப்பதைப் போன்ற  செல்வம்  இங்கு  எதுவுமில்லை; வேறு எங்கும் கூட  அத்தகைய ஒப்பற்ற செல்வம் இல்லையென்றே கூறலாம்.
அவாவறுத்தல்  | தூஉய்மை என்பது அவாவின்மை மற்றது வாஅய்மை வேண்ட வரும். | தூய்மை என்பது பேராசையற்ற தன்மையாகும் அத்தூய்மை வாய்மையை நாடுவோர்க்கே வாய்க்கும் | தூய்மை   என்பது    பேராசையற்ற   தன்மையாகும்.    அத்தூய்மை வாய்மையை நாடுவோர்க்கே வாய்க்கும்.
அவாவறுத்தல்  | அற்றவர் என்பார் அவாஅற்றார் மற்றையார் அற்றாக அற்றது இலர். | ஆசையனைத்தும் விட்டவரே துறவி எனப்படுவார் முற்றும் துறவாதவர், தூய துறவியாக மாட்டார் | ஆசையனைத்தும் விட்டவரே துறவி எனப்படுவார். முற்றும் துறவாதவர்,தூய துறவியாக மாட்டார்.
அவாவறுத்தல்  | அஞ்சுவ தோரும் அறனே ஒருவனை வஞ்சிப்ப தோரும் அவா. | ஒருவரை வஞ்சித்துக் கெடுப்பதற்குக் காரணமாக இருப்பது ஆசையேயாகும் எனவே, ஆசைக்கு அடிமையாகக் கூடாது என்ற அச்சத்துடன் வாழ வேண்டும் | ஒருவரை   வஞ்சித்துக்    கெடுப்பதற்குக்    காரணமாக    இருப்பது ஆசையேயாகும்.   எனவே,   ஆசைக்கு  அடிமையாகக்   கூடாது  என்ற அச்சத்துடன் வாழ வேண்டும்.
அவாவறுத்தல்  | அவாவினை ஆற்ற அறுப்பின் தவாவினை தான்வேண்டு மாற்றான் வரும். | கெடாமல் வாழ்வதற்குரிய நிலை, ஒருவன் விரும்புமாறு வாய்ப்பதற்கு, அவன் பேராசைக் குணத்தை முற்றிலும் ஒழித்தவனாக இருக்க வேண்டும் | கெடாமல் வாழ்வதற்குரிய நிலை, ஒருவன்  விரும்புமாறு  வாய்ப்பதற்கு,அவன் பேராசைக் குணத்தை முற்றிலும் ஒழித்தவனாக இருக்க வேண்டும்.
அவாவறுத்தல்  | அவாஇல்லார்க் கில்லாகுந் துன்பம் அஃதுண்டேல் தவாஅது மேன்மேல் வரும். | ஆசை இல்லாதவர்களுக்குத் துன்பம் இல்லை ஆசை உண்டானால், அதைத் தொடர்ந்து துன்பமும் மேலும் மேலும் வந்து கொண்டிருக்கும் | ஆசை  இல்லாதவர்களுக்குத்  துன்பம்  இல்லை. ஆசை உண்டானால்,அதைத் தொடர்ந்து துன்பமும் மேலும் மேலும் வந்து கொண்டிருக்கும்.
அவாவறுத்தல்  | இன்பம் இடையறா தீண்டும் அவாவென்னும் துன்பத்துள் துன்பங் கெடின். | பெருந்துன்பம் தரக்கூடிய பேராசை ஒழிந்தால் வாழ்வில் இன்பம் விடாமல் தொடரும் | பெருந்துன்பம்   தரக்கூடிய   பேராசை  ஒழிந்தால்  வாழ்வில் இன்பம் விடாமல் தொடரும்.
அவாவறுத்தல்  | ஆரா இயற்கை அவாநீப்பின் அந்நிலையே பேரா இயற்கை தரும். | இயல்பாகவே எழும் அடங்காத பேராசையை அகற்றி வாழும் நிலை, நீங்காத இன்பத்தை இயல்பாகவே தரக்கூடியதாகும் | இயல்பாகவே  எழும்  அடங்காத  பேராசையை அகற்றி வாழும் நிலை,நீங்காத இன்பத்தை இயல்பாகவே தரக்கூடியதாகும்.
ஊழ்  | ஆகூழால் தோன்றும் அசைவின்மை கைப்பொருள் போகூழால் தோன்றும் மடி. | ஆக்கத்திற்கான இயற்கை நிலை சோர்வு தலை காட்டாத ஊக்கத்தைக் கொடுக்கும் ஊக்கத்தின் அழிவுக்கான இயற்கைநிலை சோம்பலை ஏற்படுத்தும் | ஆக்கத்திற்கான இயற்கை நிலை சோர்வு தலை காட்டாத  ஊக்கத்தைக் கொடுக்கும்.  ஊக்கத்தின்   அழிவுக்கான   இயற்கை  நிலை   சோம்பலை ஏற்படுத்தும்.
ஊழ்  | பேதைப் படுக்கும் இழவூழ் அறிவகற்றும் ஆகலூழ் உற்றக் கடை. | அழிவுதரும் இயற்கை நிலை, அறியாமையை உண்டாக்கும்; ஆக்கம் தரும் இயற்கை நிலை, அதற்கேற்ப அறிவை விரிவாக்கும் | அழிவுதரும்   இயற்கை   நிலை, அறியாமையை உண்டாக்கும்; ஆக்கம் தரும் இயற்கை நிலை, அதற்கேற்ப அறிவை விரிவாக்கும்.
ஊழ்  | நுண்ணிய நூல்பல கற்பினும் மற்றுந்தன் உண்மை யறிவே மிகும். | கூரிய அறிவு வழங்கக் கூடிய நூல்களை ஒருவர் கற்றிருந்த போதிலும் அவரது இயற்கை அறிவே மேலோங்கி நிற்கும் | கூரிய  அறிவு வழங்கக் கூடிய நூல்களை ஒருவர் கற்றிருந்த போதிலும் அவரது இயற்கை அறிவே மேலோங்கி நிற்கும்.
ஊழ்  | இருவேறு உலகத்து இயற்கை திருவேறு தெள்ளிய ராதலும் வேறு. | உலகின் இயற்கை நிலை இரு வேறுபட்டதாகும் ஒருவர் செல்வமுடையவராகவும், ஒருவர் அறிவுடையவராகவும் இருப்பதே அந்த வேறுபாடாகும் | உலகின்   இயற்கை    நிலை    இரு    வேறுபட்டதாகும்.   ஒருவர் செல்வமுடையவராகவும்,   ஒருவர்  அறிவுடையவராகவும் இருப்பதே அந்த வேறுபாடாகும்.
ஊழ்  | நல்லவை எல்லாஅந் தீயவாம் தீயவும் நல்லவாம் செல்வம் செயற்கு. | நல்ல செயல்களை ஆற்ற முற்படும்போது அவை தீமையில் போய் முடிந்துவிடுவதும், தீய செயல்களை ஆற்றிட முனையும்போது அவை நல்லவைகளாக முடிந்து விடுவதும் இயற்கை நிலை எனப்படும் | ல்ல  செயல்களை ஆற்ற முற்படும்போது அவை  தீமையில்   போய் முடிந்துவிடுவதும்,  தீய  செயல்களை  ஆற்றிட  முனையும்போது  அவை  நல்லவைகளாக முடிந்து விடுவதும் இயற்கை நிலை எனப்படும்.
ஊழ்  | பரியினும் ஆகாவாம் பாலல்ல உய்த்துச் சொரியினும் போகா தம. | தனக்கு உரிமையல்லாதவற்றை எவ்வளவுதான் பாதுகாப்பாக வைத்தாலும் அவை தங்காமல் போய்விடக் கூடும்; உரிமையுள்ளவற்றை எங்கே கொண்டு போய்ப் போட்டாலும் அவை எங்கும் போகமாட்டா | தனக்கு உரிமையல்லாதவற்றை எவ்வளவுதான் பாதுகாப்பாக வைத்தாலும் அவை தங்காமல் போய்விடக் கூடும்; உரிமையுள்ளவற்றை எங்கே கொண்டு போய்ப் போட்டாலும் அவை எங்கும் போகமாட்டா.
ஊழ்  | வகுத்தான் வகுத்த வகையல்லால் கோடி தொகுத்தார்க்கு துய்த்தல் அரிது. | வகுத்து முறைப்படுத்திய வாழ்க்கை நெறியை ஒட்டி நடக்கா விட்டால் கோடிப் பொருள் குவித்தாலும், அதன் பயனை அனுபவிப்பது என்பது அரிதேயாகும் | வகுத்து முறைப்படுத்திய வாழ்க்கை நெறியை  ஒட்டி  நடக்கா விட்டால் கோடிப்பொருள்   குவித்தாலும்,  அதன்  பயனை  அனுபவிப்பது என்பது அரிதேயாகும்.
ஊழ்  | துறப்பார்மன் துப்புர வில்லார் உறற்பால ஊட்டா கழியு மெனின். | நுகர்வதற்குரியது எதுவுமில்லை என்ற உறுதியினால், தம்மை வருத்தக்கூடிய உணர்வுகள் வந்து வருத்தாமல் நீங்கிவிடுமானால் துறவறம் மேற்கொள்வர் | நுகர்வதற்குரியது  எதுவுமில்லை    என்ற     உறுதியினால்,   தம்மை வருத்தக்கூடிய உணர்வுகள் வந்து வருத்தாமல்  நீங்கிவிடுமானால்  துறவறம் மேற்கொள்வர்.
ஊழ்  | நன்றாங்கால் நல்லவாக் காண்பவர் அன்றாங்கால் அல்லற் படுவ தெவன். | நன்மையும் தீமையும் வாழ்க்கையில் மாறி மாறி வரும். நன்மை கண்டு மகிழ்கிறவர்கள், தீமை விளையும்போது மட்டும் மனம் கலங்குவது ஏன்? | நன்மையும் தீமையும் வாழ்க்கையில் மாறி மாறி  வரும்.  நன்மை கண்டு மகிழ்கிறவர்கள், தீமை விளையும்போது மட்டும் மனம் கலங்குவது ஏன்?
ஊழ்  | ஊழிற் பெருவலி யாவுள மற்றொன்று சூழினுந் தான்முந் துறும். | இயற்கை நிலையை மாற்றி மற்றொரு செயற்கை நிலையை அமைத்திட முனைந்தாலும், இயற்கை நிலையே முதன்மையாக வந்து நிற்பதால் அதைவிட வலிமையானவையாக வேறு எவை இருக்கின்றன? | இயற்கை  நிலையை  மாற்றி மற்றொரு செயற்கை நிலையை அமைத்திட முனைந்தாலும்,   இயற்கை  நிலையே  முதன்மையாக  வந்து    நிற்பதால்  அதைவிட வலிமையானவையாக வேறு எவை இருக்கின்றன?
இறைமாட்சி  | படைகுடி கூழ்அமைச்சு நட்பரண் ஆறும் உடையான் அரசருள் ஏறு. | ஆற்றல்மிகு படை, அறிவார்ந்த குடிமக்கள், குறையா வளம், குறையற்ற அமைச்சு, முரிபடாத நட்பு, மோதியழிக்க முடியாத அரண் ஆகிய ஆறு சிறப்புகளும் உடையதே அரசுகளுக்கிடையே ஆண் சிங்கம் போன்ற அரசாகும் | ஆற்றல்மிகு படை, அறிவார்ந்த குடிமக்கள், குறையா  வளம், குறையற்ற அமைச்சு, முரிபடாத நட்பு, மோதியழிக்க முடியாத  அரண்  ஆகிய  ஆறு சிறப்புகளும்   உடையதே  அரசுகளுக்கிடையே  ஆண்   சிங்கம் போன்ற அரசாகும்.
இறைமாட்சி  | அஞ்சாமை ஈகை அறிவூக்கம் இந்நான்கும் எஞ்சாமை வேந்தர்க் கியல்பு. | துணிவு, இரக்க சிந்தை, அறிவாற்றல், உயர்ந்த குறிக்கோளை எட்டும் முயற்சி ஆகிய நான்கு பண்புகளும் அரசுக்குரிய தகுதிகளாகும் | துணிவு, இரக்க சிந்தை,  அறிவாற்றல்,  உயர்ந்த  குறிக்கோளை எட்டும் முயற்சி ஆகிய நான்கு பண்புகளும் அரசுக்குரிய தகுதிகளாகும்.
இறைமாட்சி  | தூங்காமை கல்வி துணிவுடைமை இம்மூன்றும் நீங்கா நிலனான் பவர்க்கு. | காலம் தாழ்த்தாத விரைவான நடவடிக்கைகளும், அறிவுடைமையும், துணிவும் நாடாளுகின்றவர்களுக்குத் தேவையானவையும், நீங்காமல் நிலைத்திருக்க வேண்டியவையுமான பண்புகளாகும் | காலம்  தாழ்த்தாத  விரைவான   நடவடிக்கைகளும், அறிவுடைமையும், துணிவும்   நாடாளுகின்றவர்களுக்குத்   தேவையானவையும்,    நீங்காமல் நிலைத்திருக்க வேண்டியவையுமான பண்புகளாகும்.
இறைமாட்சி  | அறனிழுக்கா தல்லவை நீக்கி மறனிழுக்கா மானம் உடைய தரசு. | அறநெறி தவறாமலும், குற்றமேதும் இழைக்காமலும், வீரத்துடனும், மானத்துடனும் ஆட்சி நடத்துபவர்களே சிறந்தவர்களாவார்கள் | அறநெறி   தவறாமலும், குற்றமேதும்   இழைக்காமலும்,  வீரத்துடனும்,மானத்துடனும் ஆட்சி நடத்துபவர்களே சிறந்தவர்களாவார்கள்.
இறைமாட்சி  | இயற்றலும் ஈட்டலுங் காத்தலும் காத்த வகுத்தலும் வல்ல தரசு. | முறையாக நிதி ஆதாரங்களை வகுத்து, அரசாங்கக் கருவூலத்திற்கான வருவாயைப் பெருக்கி, அதைப் பாதுக்காத்துத் திட்டமிட்டுச் செலவிடுவதுதான் திறமையான நல்லாட்சிக்கு இலக்கணமாகும் | முறையாக  நிதி ஆதாரங்களை வகுத்து, அராசாங்கக் கருவூலத்திற்கான வருவாயைப்    பெருக்கி,  அதைப் பாதுகாத்துத்  திட்டமிட்டுச் செலவிடுவதுதான் திறமையான நல்லாட்சிக்கு இலக்கணமாகும்.
இறைமாட்சி  | காட்சிக் கெளியன் கடுஞ்சொல்லன் அல்லனேல் மீக்கூறும் மன்னன் நிலம் | காட்சிக்கு எளிமையும், கடுஞ்சொல் கூறாத இனிய பண்பாடும் உடைய அரசைத்தான் உலகம் புகழும் | காட்சிக்கு  எளிமையும்,  கடுஞ்சொல் கூறாத இனிய பண்பாடும் உடைய அரசைத்தான் உலகம் புகழும்.
இறைமாட்சி  | இன்சொலால் ஈத்தளிக்க வல்லார்க்குத் தன்சொலால் தான்கண் டனைத்திவ் வுலகு. | வாக்கில் இனிமையும், பிறர்க்கு வழங்கிக் காத்திடும் தன்மையும் கொண்டவர்க்கு இவ்வையகமே வசப்படும் | வாக்கில் இனிமையும்,   பிறர்க்கு  வழங்கிக்   காத்திடும்   தன்மையும் கொண்டவர்க்கு இவ்வையகமே வசப்படும்.
இறைமாட்சி  | முறைசெய்து காப்பாற்றும் மன்னவன் மக்கட்கு இறையென்று வைக்கப் படும். | நீதிநெறியுடன் அரசு நடத்தி, மக்களைக் காப்பாற்றும் ஆட்சியாளன்தான் மக்களுக்குத் தலைவன் எனப் போற்றப்படுவான் | நீதிநெறியுடன் அரசு நடத்தி, மக்களைக் காப்பாற்றும் ஆட்சியாளன்தான் மக்களுக்குத் தலைவன் எனப் போற்றப் படுவான்.
இறைமாட்சி  | செவிகைப்பச் சொற்பொறுக்கும் பண்புடை வேந்தன் கவிகைக்கீழ்த் தங்கும் உலகு. | காதைக் குடையக்கூடிய கடுஞ்சொற்களையும் பொறுத்துக் கொள்கிற பண்பாளரின் அரசுக்குத்தான் மக்களிடம் மதிப்பு இருக்கும் | காதைக்   குடையக்கூடிய  கடுஞ்சொற்களையும்  பொறுத்துக் கொள்கிற பண்பாளரின் அரசுக்குத்தான் மக்களிடம் மதிப்பு இருக்கும்.
இறைமாட்சி  | கொடையளி செங்கோல் குடியோம்பல் நான்கும் உடையானாம் வேந்தர்க் கொளி. | நலவாழ்வுக்கு வேண்டியவற்றை வழங்கியும், நிலையுணர்ந்து கருணை காட்டியும், நடுநிலை தவறாமல் ஆட்சி நடத்தியும், மக்களைப் பேணிக் காப்பதே ஓர் அரசுக்குப் புகழொளி சேர்ப்பதாகும் | நலவாழ்வுக்கு  வேண்டியவற்றை  வழங்கியும், நிலை யுணர்ந்து கருணை காட்டியும், நடுநிலை தவறாமல்  ஆட்சி  நடத்தியும்,  மக்களைப்  பேணிக் காப்பதே ஓர் அரசுக்குப் புகழொளி சேர்ப்பதாகும்.
கல்வி  | கற்க கசடறக் கற்பவை கற்றபின் நிற்க அதற்குத் தக. | பிழை இல்லாதவற்றைத் தனது குறைகள் நீங்குமளவுக்குக் கற்றுக்கொள்ள வேண்டும் கற்ற பிறகு அதன்படி நடக்கவேண்டும் | பிழை    இல்லாதவற்றைத்     தனது   குறைகள்    நீங்குமளவுக்குக் கற்றுக்கொள்ள வேண்டும். கற்ற பிறகு அதன்படி நடக்கவேண்டும்.
கல்வி  | எண்ணென்ப ஏனை எழுத்தென்ப இவ்விரண்டும் கண்ணென்ப வாழும் உயிர்க்கு. | எண்ணும் எழுத்தும் எனப்படும் அறிவுக் கண்களைப் பெற்றவர்களே, உயிர் வாழ்வோர் எனக் கருதப்படுவார்கள் | எண்ணும்   எழுத்தும்  எனப்படும் அறிவுக் கண்களைப் பெற்றவர்களே,உயிர் வாழ்வோர் எனக் கருதப்படுவார்கள்.
கல்வி  | கண்ணுடையர் என்பவர் கற்றோர் முகத்திரண்டு புண்ணுடையர் கல்லா தவர். | கண்ணில்லாவிடினும் அவர் கற்றவராக இருப்பின் கண்ணுடையவராகவே கருதப்படுவார் கல்லாதவருக்குக் கண் இருப்பினும் அது புண் என்றே கருதப்படும் | கண்ணில்லாவிடினும் அவர் கற்றவராக இருப்பின் கண்ணுடையவராகவே கருதப்படுவார். கல்லாதவருக்குக் கண்  இருப்பினும்  அது  புண்   என்றே கருதப்படும்.
கல்வி  | உவப்பத் தலைக்கூடி உள்ளப் பிரிதல் அனைத்தே புலவர் தொழில். | மகிழ்ச்சி பொங்கிடச் சேர்ந்து பழகுவதும், பிரிந்திட நேரும் போது மனங்கலங்குவதும் அறிவிற் சிறந்தோர் செயலாகும் | மகிழ்ச்சி பொங்கிடச் சேர்ந்து  பழகுவதும்,   பிரிந்திட  நேரும் போது மனங்கலங்குவதும் அறிவிற் சிறந்தோர் செயலாகும்.
கல்வி | உடையார்முன் இல்லார்போல் ஏக்கற்றுங் கற்றார்   கடையரே கல்லா தவர். | அறிவுடையார் முன் அறிவில்லாதவர் போல்  தாழ்ந்து  நின்று, மேலும் கற்றுக்கொள்பவர்களின் ஆர்வத்தைக்  கற்றுக்கொள்ளாதவர்கள் கடைநிலை மாந்தராகக் கருதப்படுவார்கள். | அறிவுடையார் முன் அறிவில்லாதவர் போல் தாழ்ந்து  நின்று, மேலும் கற்றுக்கொள்பவர்களின் ஆர்வத்தைக்  கற்றுக்கொள்ளாதவர்கள் கடைநிலை மாந்தராகக் கருதப்படுவார்கள்.
கல்வி  | தொட்டனைத் தூறும் மணற்கேணி மாந்தர்க்குக் கற்றனைத் தூறும் அறிவு. | தோண்டத் தோண்ட ஊற்றுநீர் கிடைப்பது போலத் தொடர்ந்து படிக்கப் படிக்க அறிவு பெருகிக் கொண்டே இருக்கும் | தோண்டத் தோண்ட ஊற்றுநீர் கிடைப்பது போலத் தொடர்ந்து படிக்கப் படிக்க அறிவு பெருகிக் கொண்டே இருக்கும்.
கல்வி  | யாதானும் நாடாமால் ஊராமால் என்னொருவன் சாந்துணையுங் கல்லாத வாறு. | கற்றோர்க்கு எல்லா நாடுகளிலும் எல்லா ஊர்களிலும் சிறப்பு என்கிறபோது, ஒருவன் சாகும் வரையில் கற்காமல் காலம் கழிப்பது ஏனோ? | கற்றோர்க்கு   எல்லா   நாடுகளிலும்  எல்லா  ஊர்களிலும்    சிறப்பு என்கிறபோது,   ஒருவன்  சாகும்  வரையில்  கற்காமல்  காலம்  கழிப்பது ஏனோ?
கல்வி  | ஒருமைக்கண் தான்கற்ற கல்வி ஒருவற்கு எழுமையும் ஏமாப் புடைத்து. | ஒரு தலைமுறையில் பெறும் கல்வி அறிவானது, ஏழேழு தலைமுறைக்கும் பாதுகாப்பாக அமையும் | ஒரு   தலைமுறையில்   பெறும்    கல்வி    அறிவனாது,    ஏழேழு   தலைமுறைக்கும் பாதுகாப்பாக அமையும்.
கல்வி  | தாமின் புறுவது உலகின் புறக்கண்டு காமுறுவர் கற்றறிந் தார். | தமக்கு இன்பம் தருகின்ற கல்வியறிவு உலகத்தாருக்கும் இன்பம் தருவதைக் கண்டு, அறிஞர்கள் மேலும் மேலும் பலவற்றைக் கற்றிட விரும்புவார்கள் | தமக்கு  இன்பம்  தருகின்ற   கல்வியறிவு   உலகத்தாருக்கும்  இன்பம் தருவதைக்   கண்டு, அறிஞர்கள் மேலும் மேலும்   பலவற்றைக்    கற்றிட விரும்புவார்கள்.
கல்வி  | கேடில் விழுச்செல்வம் கல்வி யொருவற்கு மாடல்ல மற்றை யவை. | கல்வி ஒன்றே அழிவற்ற செல்வமாகும் அதற்கொப்பான சிறந்த செல்வம் வேறு எதுவும் இல்லை | கல்வி   ஒன்றே   அழிவற்ற   செல்வமாகும். அதற்கொப்பான  சிறந்த செல்வம் வேறு எதுவும் இல்லை
கல்லாமை  | அரங்கின்றி வட்டாடி யற்றே நிரம்பிய நூலின்றிக் கோட்டி கொளல். | நிறைந்த அறிவாற்றல் இல்லாமல் அவையில் பேசுவது ஆடுவதற்கான கட்டம் போட்டுக் கொள்ளாமலே சொக்கட்டான் விளையாடுவதைப் போன்றதாகும் | நிறைந்த  அறிவாற்றல்  இல்லாமல் அவையில் பேசுவது ஆடுவதற்கான கட்டம்  போட்டுக்   கொள்ளாமலே   சொக்கட்டான்   விளையாடுவதைப் போன்றதாகும்.
கல்லாமை  | கல்லாதான் சொற்கா முறுதல் முலையிரண்டும் இல்லாதாள் பெண்காமுற் றற்று. | கல்லாதவனின் சொல்கேட்க விரும்புவது, மார்பகம் இல்லாத பெண்மீது மையல் கொள்வதற்கு ஒப்பானது | கல்லாதவனின் சொல்கேட்க விரும்புவது,  மார்பகம்  இல்லாத பெண்மீது மையல் கொள்வதற்கு ஒப்பானது.
கல்லாமை  | கல்லா தவரும் நனிநல்லர் கற்றார்முன் சொல்லா திருக்கப் பெறின். | கற்றவர்களின் முன்னிலையில் எதுவும் பேசாமல் இருக்கக் கற்றிருந்தால் கல்வி கற்காதவர்கள்கூட நல்லவர்களாகவே கருதப்படுவார்கள் | கற்றவர்களின், முன்னிலையில் எதுவும் பேசாமல் இருக்கக் கற்றிருந்தால் கல்வி கற்காதவர்கள்கூட நல்லவர்களாகவே கருதப்படுவார்கள்.
கல்லாமை  | கல்லாதான் ஒட்பம் கழியநன் றாயினும் கொள்ளார் அறிவுடை யார். | கல்வி கற்காதவனுக்கு இயற்கையாகவே அறிவு இருந்தாலும்கூட, அவனைக் கல்வியில் சிறந்தோன் என்று அறிவுடையோர் ஒப்புக் கொள்ள மாட்டார்கள் | கல்வி  கற்காதவனுக்கு  இயற்கையாகவே   அறிவு    இருந்தாலும்கூட, அவனைக் கல்வியில்  சிறந்தோன்  என்று அறிவுடையோர் ஒப்புக் கொள்ள மாட்டார்கள்.
கல்லாமை  | கல்லா ஒருவன் தகைமை தலைப்பெய்து சொல்லாடச் சோர்வு படும். | கல்வியறிவில்லாதவர்கள் தங்களைப் பெரிய மேதைகளைப் போல் காட்டிக் கொள்ளும் போலி வேடம், கற்றுத் தேர்ந்த அறிஞர்களிடம் அவர்கள் உரையாடும்போது கலைந்து போய்விடும் | கல்வி   யறிவில்லாதவர்கள்   தங்களைப் பெரிய மேதைகளைப் போல் காட்டிக் கொள்ளும்  போலி  வேடம்,  கற்றுத்   தேர்ந்த  அறிஞர்களிடம் அவர்கள் உரையாடும்போது கலைந்து போய்விடும்.
கல்லாமை  | உளரென்னும் மாத்திரையர் அல்லால் பயவாக் களரனையர் கல்லா தவர். | கல்லாதவர்களைக் களர்நிலத்துக்கு ஒப்பிடுவதே பொருத்தமானது காரணம் அவர்கள் வெறும் நடைப்பிணங்களாகவே கருதப்படுவார்கள் | கல்லாதவர்களைக்  களர்நிலத்துக்கு   ஒப்பிடுவதே    பொருத்தமானது. காரணம் அவர்கள் வெறும் நடைப்பிணங்களாகவே கருதப்படுவார்கள்.
கல்லாமை  | நுண்மாண் நுழைபுலம் இல்லான் எழில்நலம் மண்மாண் புனைபாவை யற்று. | அழகான தோற்றம் மட்டுமே இருந்து, ஆழ்ந்து தெளிந்த அறிவில்லாமல் இருப்பவர்கள், கண்ணைக் கவரும் மண் பொம்மையைப் போன்றவர்களாகவே மதிக்கப்படுவார்கள் | அழகான    தோற்றம்    மட்டுமே    இருந்து,  ஆழ்ந்து   தெளிந்த அறிவில்லாமல்   இருப்பவர்கள், கண்ணைக்  கவரும் மண் பொம்மையைப் போன்றவர்களாகவே மதிக்கப்படுவார்கள்.
கல்லாமை  | நல்லார்கண் பட்ட வறுமையின் இன்னாதே கல்லார்கண் பட்ட திரு. | முட்டாள்களிடம் குவிந்துள்ள செல்வம், நல்லவர்களை வாட்டும் வறுமையைவிட அதிக துன்பத்தைத் தரும் | முட்டாள்களிடம்   குவிந்துள்ள   செல்வம்,  நல்லவர்களை   வாட்டும் வறுமையைவிட அதிக துன்பத்தைத் தரும்.
கல்லாமை  | மேற்பிறந்தா ராயினும் கல்லாதார் கீழ்ப்பிறந்தும் கற்றார் அனைத்திலர் பாடு. | கற்றவர் என்ற பெருமை, உயர்ந்தவர் தாழ்ந்தவர் என்ற வேறுபாட்டைப் போக்கிவிடும் | கற்றவர் என்ற பெருமை, உயர்ந்தவர் தாழ்ந்தவர் என்ற வேறுபாட்டைப் போக்கிவிடும்.
கல்லாமை  | விலங்கொடு மக்கள் அனையர் இலங்குநூல் கற்றாரோடு ஏனை யவர். | மனிதர்களுக்கும் விலங்குகளுக்குமிடையே என்ன வேற்றுமையோ, அதே அளவு வேற்றுமை அறிவு நூல்களைப் படித்தவர்களுக்கும், அந்த நூல்களைப் படிக்காதவர்களுக்கும் இடையே உண்டு | மனிதர்களுக்கும் விலங்குகளுக்குமிடையே என்ன வேற்றுமையோ, அதே அளவு  வேற்றுமை  அறிவு    நூல்களைப்    படித்தவர்களுக்கும்,  அந்த நூல்களைப் படிக்காதவர்களுக்கும் இடையே உண்டு.
